"chr","start","end","width"
"18"," 68528124"," 68715208","   187085"
"18"," 69055190"," 69212276","   157087"
"18"," 69214351"," 69400887","   186537"
"18"," 69849088"," 70205773","   356686"
"18"," 70208782"," 70289044","    80263"
"18"," 70330200"," 70335438","     5239"
"18"," 70352460"," 70412054","    59595"
"18"," 70412392"," 70430230","    17839"
"18"," 70431126"," 70464916","    33791"
"18"," 70555466"," 71028769","   473304"
"18"," 71033057"," 71137828","   104772"
"18"," 71208367"," 71225703","    17337"
"18"," 71226722"," 71588536","   361815"
"18"," 71588885"," 71665147","    76263"
"18"," 71665526"," 71837038","   171513"
"18"," 71870789"," 71932492","    61704"
"18"," 71932797"," 72618266","   685470"
"18"," 72619223"," 72751951","   132729"
"18"," 72752052"," 72868387","   116336"
"18"," 72881400"," 73324940","   443541"
"18"," 73349880"," 73744934","   395055"
"18"," 73745233"," 73947879","   202647"
"18"," 73957975"," 74148522","   190548"
"18"," 74160532"," 74227505","    66974"
"18"," 74227804"," 74293216","    65413"
"18"," 74298663"," 74315838","    17176"
"18"," 74359190"," 74409414","    50225"
"18"," 74413210"," 74495815","    82606"
"18"," 74523455"," 74534499","    11045"
"18"," 74587213"," 74597869","    10657"
"18"," 75065672"," 75073542","     7871"
"18"," 75074206"," 75086367","    12162"
"18"," 75086515"," 75210754","   124240"
"18"," 75289951"," 75387055","    97105"
"18"," 75387597"," 75407011","    19415"
"18"," 75426608"," 75455786","    29179"
"18"," 75468836"," 75472793","     3958"
"18"," 75474773"," 75642493","   167721"
"18"," 75656017"," 75927835","   271819"
"18"," 75928005"," 76122967","   194963"
"18"," 76145260"," 76209421","    64162"
"18"," 76221719"," 76232926","    11208"
"18"," 76252045"," 76256890","     4846"
"18"," 76258338"," 76259165","      828"
"18"," 76260115"," 76372716","   112602"
"18"," 76378276"," 76491628","   113353"
"18"," 76493921"," 76495520","     1600"
"18"," 76498089"," 76528651","    30563"
"18"," 76670112"," 76686057","    15946"
"18"," 76693637"," 76751304","    57668"
"18"," 76751842"," 76822556","    70715"
"18"," 76972902"," 76974689","     1788"
"18"," 76984163"," 77042863","    58701"
"18"," 77044740"," 77093085","    48346"
"18"," 77093447"," 77112601","    19155"
"18"," 77115727"," 77180105","    64379"
"18"," 77235431"," 77249847","    14417"
"18"," 77277901"," 77421618","   143718"
"18"," 77561045"," 77622551","    61507"
"18"," 77624516"," 78036738","   412223"
"18"," 78036846"," 78137222","   100377"
"18"," 78140888"," 78480548","   339661"
"18"," 78484868"," 78505164","    20297"
"18"," 78506411"," 78926052","   419642"
"18"," 78928495"," 78979817","    51323"
"18"," 79002678"," 79069284","    66607"
"18"," 79378288"," 79395855","    17568"
"18"," 79529326"," 79539573","    10248"
"18"," 79540841"," 79576459","    35619"
"18"," 79589011"," 79610746","    21736"
"18"," 79612304"," 79679800","    67497"
"18"," 79754511"," 79787120","    32610"
"18"," 79791433"," 79792725","     1293"
"18"," 79900185"," 79964581","    64397"
"18"," 79970823"," 80034345","    63523"
"18"," 80097089"," 80109261","    12173"
"18"," 80147524"," 80147907","      384"
"18"," 80179840"," 80183679","     3840"
"18"," 80202993"," 80373285","   170293"
"18","        1","    14194","    14194"
"18","    16899","    47220","    30322"
"18","    49616","    49814","      199"
"18","    73546","    80139","     6594"
"18","    88571","    94201","     5631"
"18","    94331","   112255","    17925"
"18","   112340","   214519","   102180"
"18","   268051","   316736","    48686"
"18","   500723","   508567","     7845"
"18","   515295","   586516","    71222"
"18","   586851","   623742","    36892"
"18","   626493","   630885","     4393"
"18","   658341","   670317","    11977"
"18","   712663","   721587","     8925"
"18","   812547","   894434","    81888"
"18","   907681","   926082","    18402"
"18","   927994","   962591","    34598"
"18","   976884","  1159197","   182314"
"18","  1160405","  1176789","    16385"
"18","  1177013","  1254382","    77370"
"18","  1408345","  1883523","   475179"
"18","  2489427","  2506627","    17201"
"18","  2511581","  2537524","    25944"
"18","  2571510","  2593673","    22164"
"18","  2594914","  2649760","    54847"
"18","  2649868","  2652169","     2302"
"18","  2655396","  2688563","    33168"
"18","  2833066","  2845350","    12285"
"18","  2847851","  2916993","    69143"
"18","  3013145","  3025068","    11924"
"18","  3025388","  3025433","       46"
"18","  3025567","  3066806","    41240"
"18","  3220109","  3246400","    26292"
"18","  3247087","  3255435","     8349"
"18","  3261851","  3347695","    85845"
"18","  3383533","  3406341","    22809"
"18","  3406819","  3496031","    89213"
"18","  4455308","  4775053","   319746"
"18","  5004538","  5132748","   128211"
"18","  5133230","  5142910","     9681"
"18","  5197504","  5232875","    35372"
"18","  5238599","  5240254","     1656"
"18","  5241168","  5289018","    47851"
"18","  5297054","  5381640","    84587"
"18","  5385331","  5392380","     7050"
"18","  5630701","  5882071","   251371"
"18","  5895956","  5954705","    58750"
"18","  6415238","  6462143","    46906"
"18","  6463031","  6641970","   178940"
"18","  6642479","  6728820","    86342"
"18","  6729863","  6784613","    54751"
"18","  6796504","  6873398","    76895"
"18","  6875025","  6919495","    44471"
"18","  6929967","  6936911","     6945"
"18","  6937021","  6941741","     4721"
"18","  7117798","  7301019","   183222"
"18","  7301154","  7455843","   154690"
"18","  7461136","  7741309","   280174"
"18","  7754832","  8012256","   257425"
"18","  8016566","  8133202","   116637"
"18","  8136033","  8360819","   224787"
"18","  8367035","  8406760","    39726"
"18","  8406954","  8635178","   228225"
"18","  8636348","  8688021","    51674"
"18","  8688411","  8695855","     7445"
"18","  8707700","  8720033","    12334"
"18","  8720133","  9102010","   381878"
"18","  9102493","  9112403","     9911"
"18","  9115878","  9121178","     5301"
"18","  9136646","  9249648","   113003"
"18","  9249747","  9310521","    60775"
"18","  9334446","  9473420","   138975"
"18","  9474007","  9518118","    44112"
"18","  9518261","  9546790","    28530"
"18","  9615241","  9617963","     2723"
"18","  9618073","  9678247","    60175"
"18","  9679494","  9734881","    55388"
"18","  9735603","  9830329","    94727"
"18","  9830628","  9840339","     9712"
"18","  9841560","  9844716","     3157"
"18","  9844847","  9880579","    35733"
"18","  9880887","  9912315","    31429"
"18","  9912850"," 10321379","   408530"
"18"," 10372388"," 10405132","    32745"
"18"," 10414516"," 10612303","   197788"
"18"," 10626354"," 10627645","     1292"
"18"," 10628847"," 10666482","    37636"
"18"," 11149570"," 11366912","   217343"
"18"," 11378410"," 11390032","    11623"
"18"," 11390730"," 11447755","    57026"
"18"," 11489370"," 11619508","   130139"
"18"," 11639700"," 11654884","    15185"
"18"," 11654942"," 11666455","    11514"
"18"," 11670166"," 11758976","    88811"
"18"," 11786182"," 11810405","    24224"
"18"," 11811485"," 11851413","    39929"
"18"," 11852752"," 11857154","     4403"
"18"," 11857555"," 11882621","    25067"
"18"," 11908367"," 11910633","     2267"
"18"," 11914345"," 11993987","    79643"
"18"," 11994939"," 12031177","    36239"
"18"," 12032182"," 12040100","     7919"
"18"," 12040301"," 12050308","    10008"
"18"," 12050673"," 12056675","     6003"
"18"," 12057823"," 12067172","     9350"
"18"," 12068418"," 12073231","     4814"
"18"," 12076655"," 12091673","    15019"
"18"," 12093142"," 12101996","     8855"
"18"," 12102471"," 12192202","    89732"
"18"," 12192935"," 12230410","    37476"
"18"," 12231574"," 12277736","    46163"
"18"," 12279163"," 12304090","    24928"
"18"," 12304195"," 12328943","    24749"
"18"," 12377277"," 12446511","    69235"
"18"," 12658108"," 12661832","     3725"
"18"," 12702778"," 12738964","    36187"
"18"," 12776141"," 12785477","     9337"
"18"," 12929644"," 12984693","    55050"
"18"," 12991174"," 13139779","   148606"
"18"," 13140490"," 13151636","    11147"
"18"," 13152690"," 13183401","    30712"
"18"," 13185618"," 13203773","    18156"
"18"," 13216368"," 13234944","    18577"
"18"," 13236471"," 13276426","    39956"
"18"," 13277156"," 13279414","     2259"
"18"," 13280111"," 13362202","    82092"
"18"," 13366244"," 13419420","    53177"
"18"," 13427481"," 13461019","    33539"
"18"," 13470824"," 13471011","      188"
"18"," 13472710"," 13500640","    27931"
"18"," 13501290"," 13514519","    13230"
"18"," 13522889"," 13561398","    38510"
"18"," 13565036"," 13644814","    79779"
"18"," 13645686"," 13663346","    17661"
"18"," 13726664"," 13882043","   155380"
"18"," 13915708"," 13919602","     3895"
"18"," 13919924"," 14057456","   137533"
"18"," 14132491"," 14143595","    11105"
"18"," 14151140"," 14153000","     1861"
"18"," 14157343"," 14346213","   188871"
"18"," 14346924"," 14361433","    14510"
"18"," 14361944"," 14377545","    15602"
"18"," 14378758"," 14391912","    13155"
"18"," 14393910"," 14404550","    10641"
"18"," 14430924"," 14450215","    19292"
"18"," 14450884"," 14477954","    27071"
"18"," 14499279"," 14507338","     8060"
"18"," 14543601"," 14629831","    86231"
"18"," 14632807"," 14680603","    47797"
"18"," 14681107"," 14816150","   135044"
"18"," 14825250"," 14888708","    63459"
"18"," 14890087"," 14969000","    78914"
"18"," 14970469"," 14990706","    20238"
"18"," 14993236"," 15003974","    10739"
"18"," 15006353"," 15056844","    50492"
"18"," 15066599"," 15139254","    72656"
"18"," 15150981"," 15159723","     8743"
"18"," 15164468"," 15184015","    19548"
"18"," 15189761"," 15196998","     7238"
"18"," 15197776"," 15247428","    49653"
"18"," 15247998"," 15307662","    59665"
"18"," 15330283"," 20946905","  5616623"
"18"," 21111814"," 21119181","     7368"
"18"," 21119662"," 21120403","      742"
"18"," 21120507"," 21182502","    61996"
"18"," 21183500"," 21240674","    57175"
"18"," 21241372"," 21380285","   138914"
"18"," 21451018"," 21529283","    78266"
"18"," 21600885"," 21650900","    50016"
"18"," 21704781"," 21711949","     7169"
"18"," 21712120"," 21825486","   113367"
"18"," 21831540"," 21854639","    23100"
"18"," 21854988"," 21871445","    16458"
"18"," 21893997"," 21914368","    20372"
"18"," 21914661"," 21928984","    14324"
"18"," 21929095"," 22130602","   201508"
"18"," 22130730"," 22164885","    34156"
"18"," 22169879"," 22175464","     5586"
"18"," 22176663"," 22180111","     3449"
"18"," 22180219"," 22200618","    20400"
"18"," 22205230"," 22347845","   142616"
"18"," 22348253"," 22413598","    65346"
"18"," 22417916"," 22418828","      913"
"18"," 22419295"," 22562053","   142759"
"18"," 22563243"," 22699480","   136238"
"18"," 22933765"," 23197143","   263379"
"18"," 23437962"," 23506183","    68222"
"18"," 23586507"," 23598925","    12419"
"18"," 23662912"," 23672252","     9341"
"18"," 23672749"," 23709824","    37076"
"18"," 23710288"," 23957753","   247466"
"18"," 23982557"," 23994212","    11656"
"18"," 24015340"," 24076793","    61454"
"18"," 24099321"," 24113636","    14316"
"18"," 24121004"," 24124169","     3166"
"18"," 24124286"," 24135467","    11182"
"18"," 24135830"," 24159508","    23679"
"18"," 24397881"," 24516698","   118818"
"18"," 24544155"," 24685771","   141617"
"18"," 24686352"," 24689913","     3562"
"18"," 24690162"," 24932770","   242609"
"18"," 24987920"," 25016433","    28514"
"18"," 25017205"," 25061923","    44719"
"18"," 25352191"," 25818233","   466043"
"18"," 25818533"," 25953215","   134683"
"18"," 25953469"," 26016252","    62784"
"18"," 26091218"," 26170725","    79508"
"18"," 26171285"," 26255697","    84413"
"18"," 26256356"," 26366300","   109945"
"18"," 26366407"," 26454909","    88503"
"18"," 26657402"," 26687620","    30219"
"18"," 26703639"," 26822340","   118702"
"18"," 26825172"," 26831519","     6348"
"18"," 26832433"," 26852042","    19610"
"18"," 26865772"," 26906480","    40709"
"18"," 27185309"," 27335967","   150659"
"18"," 27595165"," 27932878","   337714"
"18"," 28177947"," 28824651","   646705"
"18"," 28824827"," 29256816","   431990"
"18"," 29257061"," 29278508","    21448"
"18"," 29361964"," 30954819","  1592856"
"18"," 30980918"," 30989364","     8447"
"18"," 31042816"," 31058839","    16024"
"18"," 31102523"," 31129235","    26713"
"18"," 31162857"," 31343367","   180511"
"18"," 31426989"," 31496644","    69656"
"18"," 31497196"," 31542145","    44950"
"18"," 31556949"," 31622245","    65297"
"18"," 31685837"," 31723067","    37231"
"18"," 31724673"," 31726042","     1370"
"18"," 31726398"," 31759583","    33186"
"18"," 31760881"," 31829196","    68316"
"18"," 31953137"," 32075884","   122748"
"18"," 32076273"," 32091294","    15022"
"18"," 32092120"," 32122399","    30280"
"18"," 32124479"," 32124876","      398"
"18"," 32470883"," 32554032","    83150"
"18"," 32566635"," 32672672","   106038"
"18"," 32773024"," 32937401","   164378"
"18"," 33441102"," 33552122","   111021"
"18"," 33578188"," 33851099","   272912"
"18"," 34224953"," 34573986","   349034"
"18"," 34574524"," 34737794","   163271"
"18"," 34767664"," 34892012","   124349"
"18"," 34903505"," 35251057","   347553"
"18"," 35290246"," 35332226","    41981"
"18"," 35345483"," 35366693","    21211"
"18"," 35377338"," 35383353","     6016"
"18"," 35384026"," 35403995","    19970"
"18"," 35406529"," 35443868","    37340"
"18"," 35497980"," 35904817","   406838"
"18"," 35904927"," 35934087","    29161"
"18"," 35934143"," 35951802","    17660"
"18"," 35966119"," 35984386","    18268"
"18"," 36067577"," 36108530","    40954"
"18"," 36129386"," 36179995","    50610"
"18"," 36187460"," 36278734","    91275"
"18"," 36279120"," 36417054","   137935"
"18"," 36424186"," 36777646","   353461"
"18"," 36829217"," 36901945","    72729"
"18"," 36923815"," 37234118","   310304"
"18"," 37236243"," 37243039","     6797"
"18"," 37565828"," 38655208","  1089381"
"18"," 38688034"," 39016046","   328013"
"18"," 39016345"," 39206916","   190572"
"18"," 39800323"," 39841173","    40851"
"18"," 39924841"," 40062902","   138062"
"18"," 40066472"," 40143925","    77454"
"18"," 40144505"," 41465782","  1321278"
"18"," 41632186"," 41789161","   156976"
"18"," 41789396"," 42105728","   316333"
"18"," 42115539"," 42649519","   533981"
"18"," 42657894"," 42743226","    85333"
"18"," 43115692"," 43267891","   152200"
"18"," 43277536"," 44280767","  1003232"
"18"," 44579954"," 44676926","    96973"
"18"," 44679718"," 44970081","   290364"
"18"," 44970167"," 45104360","   134194"
"18"," 45181383"," 45423763","   242381"
"18"," 45483219"," 45491580","     8362"
"18"," 45503825"," 45571405","    67581"
"18"," 45611541"," 45669366","    57826"
"18"," 45747216"," 45847608","   100393"
"18"," 45967330"," 45983535","    16206"
"18"," 46072273"," 46077003","     4731"
"18"," 46077100"," 46080247","     3148"
"18"," 46104335"," 46121614","    17280"
"18"," 46121722"," 46409196","   287475"
"18"," 46410646"," 46476971","    66326"
"18"," 46657221"," 46667820","    10600"
"18"," 46759258"," 46786698","    27441"
"18"," 46789298"," 46803217","    13920"
"18"," 46920161"," 46962767","    42607"
"18"," 46964409"," 46968694","     4286"
"18"," 46969913"," 47022286","    52374"
"18"," 47023928"," 47028201","     4274"
"18"," 47029843"," 47032526","     2684"
"18"," 47035622"," 47077360","    41739"
"18"," 47091281"," 47107407","    16127"
"18"," 47176365"," 47206168","    29804"
"18"," 47251661"," 47808956","   557296"
"18"," 47931147"," 48026671","    95525"
"18"," 48410753"," 48475486","    64734"
"18"," 48475601"," 48478281","     2681"
"18"," 48478492"," 48661839","   183348"
"18"," 48662636"," 48673574","    10939"
"18"," 48688420"," 48826050","   137631"
"18"," 48834771"," 48919852","    85082"
"18"," 48950966"," 48962950","    11985"
"18"," 48963942"," 49036386","    72445"
"18"," 49461348"," 49477242","    15895"
"18"," 49492509"," 49495146","     2638"
"18"," 49496897"," 49739822","   242926"
"18"," 49742064"," 49782163","    40100"
"18"," 50195148"," 50206997","    11850"
"18"," 50207279"," 50227192","    19914"
"18"," 50266496"," 50266881","      386"
"18"," 50281775"," 50282342","      568"
"18"," 50287840"," 50647314","   359475"
"18"," 50651213"," 50795119","   143907"
"18"," 50825403"," 50959266","   133864"
"18"," 50959380"," 51158281","   198902"
"18"," 51159384"," 51174549","    15166"
"18"," 51218334"," 51283732","    65399"
"18"," 51283897"," 51421062","   137166"
"18"," 51421675"," 51612638","   190964"
"18"," 51613111"," 51687524","    74414"
"18"," 51688210"," 51845006","   156797"
"18"," 51845629"," 52336360","   490732"
"18"," 52339026"," 52419188","    80163"
"18"," 52419645"," 53480824","  1061180"
"18"," 53581108"," 53605253","    24146"
"18"," 53605726"," 54151605","   545880"
"18"," 54224670"," 54268345","    43676"
"18"," 54270029"," 54324357","    54329"
"18"," 54357965"," 54406888","    48924"
"18"," 54407115"," 54885865","   478751"
"18"," 54898084"," 54901508","     3425"
"18"," 54959462"," 55105903","   146442"
"18"," 55124307"," 55146545","    22239"
"18"," 55146646"," 55222184","    75539"
"18"," 55664788"," 55776726","   111939"
"18"," 55781723"," 55881687","    99965"
"18"," 55998220"," 56003612","     5393"
"18"," 56191263"," 56597208","   405946"
"18"," 56651601"," 56753225","   101625"
"18"," 56753327"," 56872667","   119341"
"18"," 56873971"," 57054557","   180587"
"18"," 57072120"," 57136321","    64202"
"18"," 57146999"," 57169614","    22616"
"18"," 57171195"," 57284601","   113407"
"18"," 57284709"," 57544376","   259668"
"18"," 57586733"," 57588610","     1878"
"18"," 57589092"," 57600655","    11564"
"18"," 57622214"," 57646425","    24212"
"18"," 57803316"," 57961230","   157915"
"18"," 57964435"," 58018793","    54359"
"18"," 58019062"," 58189833","   170772"
"18"," 58195697"," 58398617","   202921"
"18"," 58400094"," 58451079","    50986"
"18"," 58451153"," 58481246","    30094"
"18"," 58629092"," 58670008","    40917"
"18"," 58671878"," 58672612","      735"
"18"," 58753899"," 58754858","      960"
"18"," 58757843"," 58818882","    61040"
"18"," 58819017"," 58926196","   107180"
"18"," 58926297"," 59267034","   340738"
"18"," 59274087"," 59275155","     1069"
"18"," 59318650"," 59327822","     9173"
"18"," 59359266"," 59430938","    71673"
"18"," 59697663"," 60009993","   312331"
"18"," 60011144"," 60016777","     5634"
"18"," 60017442"," 60371061","   353620"
"18"," 60372776"," 60495867","   123092"
"18"," 60496337"," 60525615","    29279"
"18"," 60526157"," 60628962","   102806"
"18"," 60902727"," 61404857","   502131"
"18"," 61405206"," 61571341","   166136"
"18"," 61579457"," 61585745","     6289"
"18"," 61748833"," 61808066","    59234"
"18"," 61894248"," 61905254","    11007"
"18"," 62187119"," 62300035","   112917"
"18"," 62300999"," 62372893","    71895"
"18"," 62378131"," 62525918","   147788"
"18"," 62526326"," 62650307","   123982"
"18"," 62650602"," 62731225","    80624"
"18"," 62731333"," 63123345","   392013"
"18"," 63320129"," 63327725","     7597"
"18"," 63367229"," 63389189","    21961"
"18"," 63422484"," 63637258","   214775"
"18"," 63644257"," 63655196","    10940"
"18"," 63661894"," 63966405","   304512"
"18"," 63970182"," 64079988","   109807"
"18"," 64149089"," 64181313","    32225"
"18"," 64260056"," 64677795","   417740"
"18"," 64677994"," 64872263","   194270"
"18"," 64992829"," 65105872","   113044"
"18"," 65125711"," 65917781","   792071"
"18"," 65920943"," 66068749","   147807"
"18"," 66069648"," 66501082","   431435"
"18"," 66604139"," 67137610","   533472"
"18"," 67137752"," 67481790","   344039"
"18"," 67484967"," 67506586","    21620"
"18"," 67516721"," 67602691","    85971"
"18"," 67603023"," 67672220","    69198"
"18"," 67767052"," 67788267","    21216"
"18"," 67791036"," 67808504","    17469"
"18"," 67814823"," 67830670","    15848"
"18"," 67831968"," 68237099","   405132"
"18"," 68495134"," 68673687","   178554"
"18"," 68715109"," 68753178","    38070"
"18"," 68754584"," 68899780","   145197"
"18"," 68902256"," 68992717","    90462"
"18"," 68993376"," 69240447","   247072"
"18"," 69250782"," 69398725","   147944"
"18"," 69399250"," 69483626","    84377"
"18"," 69618695"," 69704977","    86283"
"18"," 69724976"," 69831157","   106182"
"18"," 69961804"," 70003030","    41227"
"18"," 70205727"," 70335928","   130202"
"18"," 70337311"," 70380139","    42829"
"18"," 70384592"," 70497922","   113331"
"18"," 70554125"," 70630518","    76394"
"18"," 70650946"," 71000476","   349531"
"18"," 71011491"," 71215617","   204127"
"18"," 71237159"," 71519961","   282803"
"18"," 71578957"," 71732614","   153658"
"18"," 71788129"," 71890408","   102280"
"18"," 71944578"," 72536679","   592102"
"18"," 72638522"," 72742313","   103792"
"18"," 72868147"," 73151240","   283094"
"18"," 73264481"," 73683203","   418723"
"18"," 73691290"," 73711328","    20039"
"18"," 73715491"," 73914404","   198914"
"18"," 74034162"," 74073352","    39191"
"18"," 74147844"," 74211390","    63547"
"18"," 74240556"," 74250845","    10290"
"18"," 74291974"," 74389883","    97910"
"18"," 74390298"," 74434774","    44477"
"18"," 74457945"," 74464409","     6465"
"18"," 74468708"," 74561380","    92673"
"18"," 74562101"," 74590316","    28216"
"18"," 74598886"," 75070191","   471306"
"18"," 75071092"," 75103586","    32495"
"18"," 75106261"," 75112136","     5876"
"18"," 75125566"," 75195112","    69547"
"18"," 75209140"," 75409475","   200336"
"18"," 75427704"," 75432702","     4999"
"18"," 75436958"," 75506226","    69269"
"18"," 75508115"," 75696043","   187929"
"18"," 75712852"," 75844924","   132073"
"18"," 75868253"," 76008117","   139865"
"18"," 76015862"," 76173303","   157442"
"18"," 76177739"," 76227989","    50251"
"18"," 76233388"," 76254291","    20904"
"18"," 76255215"," 76357681","   102467"
"18"," 76495243"," 76615159","   119917"
"18"," 76617646"," 76622135","     4490"
"18"," 76639031"," 76703443","    64413"
"18"," 76704255"," 76759684","    55430"
"18"," 76759867"," 76794731","    34865"
"18"," 76822296"," 76834428","    12133"
"18"," 76834889"," 76840837","     5949"
"18"," 76841103"," 76884934","    43832"
"18"," 76888725"," 76978826","    90102"
"18"," 77133684"," 77431562","   297879"
"18"," 77431690"," 77435252","     3563"
"18"," 77437243"," 77632927","   195685"
"18"," 77633361"," 77647013","    13653"
"18"," 77650974"," 77863463","   212490"
"18"," 77863568"," 77970636","   107069"
"18"," 77993732"," 78544094","   550363"
"18"," 78544189"," 78795611","   251423"
"18"," 78796673"," 78908628","   111956"
"18"," 78918994"," 78925063","     6070"
"18"," 78927442"," 78976554","    49113"
"18"," 78979075"," 79185800","   206726"
"18"," 79191560"," 79253576","    62017"
"18"," 79254857"," 79340257","    85401"
"18"," 79343973"," 79460377","   116405"
"18"," 79465844"," 79470119","     4276"
"18"," 79470941"," 79515797","    44857"
"18"," 79516058"," 79638927","   122870"
"18"," 79679746"," 79702720","    22975"
"18"," 79703652"," 79900554","   196903"
"18"," 79900904"," 79902419","     1516"
"18"," 79951658"," 79959578","     7921"
"18"," 79963179"," 79970812","     7634"
"18"," 80033950"," 80157231","   123282"
"18"," 80247515"," 80373285","   125771"
"18","        1"," 80373285"," 80373285"
"19","        1","    68402","    68402"
"19","    69973","    71777","     1805"
"19","    72719","    94061","    21343"
"19","    94975","    99174","     4200"
"19","   106078","   107103","     1026"
"19","   117103","   145484","    28382"
"19","   145813","   176895","    31083"
"19","   177914","   193238","    15325"
"19","   195596","   197960","     2365"
"19","   200776","   305572","   104797"
"19","   306468","   382724","    76257"
"19","   387534","   397588","    10055"
"19","   399174","   453133","    53960"
"19","   453246","   489175","    35930"
"19","   505344","   507496","     2153"
"19","   519655","   531759","    12105"
"19","   542093","   544033","     1941"
"19","   549925","   571276","    21352"
"19","   583495","   589880","     6386"
"19","   617160","   639878","    22719"
"19","   644374","   663481","    19108"
"19","   669501","   676391","     6891"
"19","   683393","   690352","     6960"
"19","   691173","   708934","    17762"
"19","   748330","   751111","     2782"
"19","   764319","   782754","    18436"
"19","   786093","   797074","    10982"
"19","   812328","   813583","     1256"
"19","   813654","   825096","    11443"
"19","   832019","   840998","     8980"
"19","   848176","   851013","     2838"
"19","   856248","   859663","     3416"
"19","   863642","   893483","    29842"
"19","   893591","   917286","    23696"
"19","   921006","   925780","     4775"
"19","   975940","   984331","     8392"
"19","   998439","  1000418","     1980"
"19","  1009733","  1010220","      488"
"19","  1010908","  1021521","    10614"
"19","  1021629","  1026585","     4957"
"19","  1039069","  1039996","      928"
"19","  1065573","  1065922","      350"
"19","  1086629","  1103993","    17365"
"19","  1106792","  1177557","    70766"
"19","  1228436","  1238178","     9743"
"19","  1239523","  1241745","     2223"
"19","  1244826","  1248552","     3727"
"19","  1259144","  1259383","      240"
"19","  1274881","  1275529","      649"
"19","  1279245","  1285872","     6628"
"19","  1301432","  1321224","    19793"
"19","  1322847","  1354710","    31864"
"19","  1378432","  1383526","     5095"
"19","  1395590","  1407568","    11979"
"19","  1435688","  1438357","     2670"
"19","  1440496","  1440838","      343"
"19","  1441939","  1446301","     4363"
"19","  1473245","  1491165","    17921"
"19","  1497928","  1508022","    10095"
"19","  1536047","  1576938","    40892"
"19","  1577087","  1724114","   147028"
"19","  1724396","  1748055","    23660"
"19","  1748746","  1753505","     4760"
"19","  1780989","  1815248","    34260"
"19","  1815874","  1822088","     6215"
"19","  1824543","  1852381","    27839"
"19","  1853623","  1860249","     6627"
"19","  1862020","  1875015","    12996"
"19","  1875993","  1905371","    29379"
"19","  1926014","  1941171","    15158"
"19","  1981339","  1989400","     8062"
"19","  1990371","  2096428","   106058"
"19","  2099594","  2163932","    64339"
"19","  2232579","  2236823","     4245"
"19","  2248656","  2249308","      653"
"19","  2252074","  2269508","    17435"
"19","  2355096","  2360237","     5142"
"19","  2426240","  2476121","    49882"
"19","  2478260","  2538111","    59852"
"19","  2538755","  2630714","    91960"
"19","  2630794","  2631953","     1160"
"19","  2632850","  2721709","    88860"
"19","  2724518","  2785502","    60985"
"19","  2815808","  2819867","     4060"
"19","  2836736","  2841436","     4701"
"19","  2860472","  2862269","     1798"
"19","  2864429","  2867334","     2906"
"19","  2883446","  2900927","    17482"
"19","  2918474","  2949034","    30561"
"19","  2950645","  2977537","    26893"
"19","  2995180","  3052909","    57730"
"19","  3053725","  3094361","    40637"
"19","  3124000","  3130716","     6717"
"19","  3131399","  3136032","     4634"
"19","  3163750","  3172345","     8596"
"19","  3180333","  3185562","     5230"
"19","  3209576","  3224660","    15085"
"19","  3297077","  3314402","    17326"
"19","  3469218","  3506310","    37093"
"19","  3538335","  3539170","      836"
"19","  3544031","  3544198","      168"
"19","  3557570","  3558014","      445"
"19","  3558487","  3572776","    14290"
"19","  3579089","  3585477","     6389"
"19","  3593542","  3607246","    13705"
"19","  3613931","  3672581","    58651"
"19","  3674296","  3708361","    34066"
"19","  3750814","  3753839","     3026"
"19","  3756518","  3762681","     6164"
"19","  3768576","  3870990","   102415"
"19","  3872108","  3879863","     7756"
"19","  3928083","  3933068","     4986"
"19","  3942417","  4007735","    65319"
"19","  4039387","  4127491","    88105"
"19","  4127733","  4153630","    25898"
"19","  4173055","  4182688","     9634"
"19","  4224815","  4229522","     4708"
"19","  4237529","  4247079","     9551"
"19","  4269089","  4279265","    10177"
"19","  4290723","  4304597","    13875"
"19","  4323844","  4339576","    15733"
"19","  4343492","  4343526","       35"
"19","  4360087","  4363788","     3702"
"19","  4364641","  4402639","    37999"
"19","  4445019","  4445977","      959"
"19","  4446049","  4447303","     1255"
"19","  4448218","  4448809","      592"
"19","  4450837","  4454013","     3177"
"19","  4455287","  4472296","    17010"
"19","  4502209","  4621193","   118985"
"19","  4622308","  4639515","    17208"
"19","  4655569","  4679281","    23713"
"19","  4685949","  4692020","     6072"
"19","  4694341","  4769030","    74690"
"19","  4785078","  4791733","     6656"
"19","  4801274","  4838331","    37058"
"19","  4838908","  4903079","    64172"
"19","  4962155","  4969112","     6958"
"19","  5153599","  5178118","    24520"
"19","  5178465","  5277733","    99269"
"19","  5278134","  5294246","    16113"
"19","  5294697","  5455416","   160720"
"19","  5456857","  5623034","   166178"
"19","  5668479","  5674946","     6468"
"19","  5691876","  5720636","    28761"
"19","  5778735","  5805066","    26332"
"19","  5828325","  5828334","       10"
"19","  5829260","  5847466","    18207"
"19","  5858240","  5899894","    41655"
"19","  5901512","  5904840","     3329"
"19","  5916212","  5978354","    62143"
"19","  6020364","  6062597","    42234"
"19","  6077121","  6109321","    32201"
"19","  6125798","  6135246","     9449"
"19","  6193095","  6199404","     6310"
"19","  6205122","  6259156","    54035"
"19","  6259800","  6361530","   101731"
"19","  6370243","  6372793","     2551"
"19","  6375251","  6393793","    18543"
"19","  6412405","  6463776","    51372"
