File accession	File format	Output type	Assay term name	Dataset accession	Annotation type	Software used	Encyclopedia Version	Biosample term id	Biosample term name	Biosample type	Life stage	Age	Age units	Organism	Targets	Dataset date released	Project	Lab	md5sum	dbxrefs	File download URL	Assembly	Controlled by	File Status	Derived from	S3 URL	Azure URL	Size	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF822HON	bigWig	signal p-value	ChIP-seq	ENCSR303XIS	imputation	Avocado	current, ENCODE v5	CL:0000746	cardiac muscle cell	primary cell				Homo sapiens	H3K9ac-human	2020-02-21	ENCODE	Bill Noble, UW	df543ded9de755843f1e4fa413496b2a		https://www.encodeproject.org/files/ENCFF822HON/@@download/ENCFF822HON.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/28/4303cce4-1f4d-4b55-8d57-3ed420456b13/ENCFF822HON.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/28/4303cce4-1f4d-4b55-8d57-3ed420456b13/ENCFF822HON.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	637466985			
ENCFF656HNC	bigWig	signal p-value	ChIP-seq	ENCSR912HFB	imputation	Avocado	current, ENCODE v5	CL:0000625	CD8-positive, alpha-beta T cell	primary cell				Homo sapiens	H3K4me1-human	2020-02-21	ENCODE	Bill Noble, UW	a7a84b99ff2130ea56552d2811bc219b		https://www.encodeproject.org/files/ENCFF656HNC/@@download/ENCFF656HNC.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/29/4d089d37-4aa8-48cf-a698-8fbcca091806/ENCFF656HNC.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/29/4d089d37-4aa8-48cf-a698-8fbcca091806/ENCFF656HNC.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	641191286			
ENCFF663GHZ	bigWig	signal p-value	ChIP-seq	ENCSR599TFY	imputation	Avocado	current, ENCODE v5	CL:0002583	subcutaneous preadipocyte	primary cell				Homo sapiens	H3K4me3-human	2020-02-21	ENCODE	Bill Noble, UW	8424e3610b5410a51839ccd759b06671		https://www.encodeproject.org/files/ENCFF663GHZ/@@download/ENCFF663GHZ.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/12/ca051872-1c01-480b-95a6-02ed56436ef6/ENCFF663GHZ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/12/ca051872-1c01-480b-95a6-02ed56436ef6/ENCFF663GHZ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	634615028			
ENCFF469NAI	bigWig	signal p-value	ChIP-seq	ENCSR191OGU	imputation	Avocado	current, ENCODE v5	UBERON:0002106	spleen	tissue				Homo sapiens	H3K27ac-human	2020-02-21	ENCODE	Bill Noble, UW	eba2ffb7e7507934d34dea6bd6dfe0bb		https://www.encodeproject.org/files/ENCFF469NAI/@@download/ENCFF469NAI.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/12/dc6f2aa4-c129-4d7f-ad04-c6c0a8ea9432/ENCFF469NAI.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/12/dc6f2aa4-c129-4d7f-ad04-c6c0a8ea9432/ENCFF469NAI.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	619822767			
ENCFF202BPA	bigWig	signal p-value	ChIP-seq	ENCSR030YFL	imputation	Avocado	current, ENCODE v5	EFO:0007096	iPS DF 19.11	cell line				Homo sapiens	H3K9me3-human	2020-02-21	ENCODE	Bill Noble, UW	349201b569599408b7c6edaec7afd33d		https://www.encodeproject.org/files/ENCFF202BPA/@@download/ENCFF202BPA.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/11/30652427-3ef9-402b-9ec2-397ffdce6bf5/ENCFF202BPA.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/11/30652427-3ef9-402b-9ec2-397ffdce6bf5/ENCFF202BPA.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	626927717			
ENCFF153QPU	bigWig	signal p-value	ChIP-seq	ENCSR668GRX	imputation	Avocado	current, ENCODE v5	CL:0000084	T-cell	primary cell				Homo sapiens	H3K4me3-human	2020-02-21	ENCODE	Bill Noble, UW	6570c344b197b865a524228235cdb928		https://www.encodeproject.org/files/ENCFF153QPU/@@download/ENCFF153QPU.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/29/a3859e92-e029-4c69-ba52-94076836d258/ENCFF153QPU.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/29/a3859e92-e029-4c69-ba52-94076836d258/ENCFF153QPU.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	609837930			
ENCFF682RWM	bigWig	signal p-value	ChIP-seq	ENCSR990LAG	imputation	Avocado	current, ENCODE v5	CL:0001054	CD14-positive monocyte	primary cell				Homo sapiens	H3K4me3-human	2020-02-21	ENCODE	Bill Noble, UW	e0445d612f559b31bf118c74e290d2a5		https://www.encodeproject.org/files/ENCFF682RWM/@@download/ENCFF682RWM.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/08/66291c33-9fae-4f23-9005-ff9c90ea059e/ENCFF682RWM.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/08/66291c33-9fae-4f23-9005-ff9c90ea059e/ENCFF682RWM.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	614124553			
ENCFF957MEZ	bigWig	signal p-value	ChIP-seq	ENCSR489KTN	imputation	Avocado	current, ENCODE v5	EFO:0002791	HeLa-S3	cell line				Homo sapiens	H3K9ac-human	2020-02-21	ENCODE	Bill Noble, UW	018978d466ca5082863d61910a65f194		https://www.encodeproject.org/files/ENCFF957MEZ/@@download/ENCFF957MEZ.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/09/0196f8ab-65e7-4645-b9ea-688dddd1d836/ENCFF957MEZ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/09/0196f8ab-65e7-4645-b9ea-688dddd1d836/ENCFF957MEZ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	625669276			
ENCFF571SSB	bigWig	signal p-value	ChIP-seq	ENCSR016YQW	imputation	Avocado	current, ENCODE v5	CL:1001606	foreskin keratinocyte	primary cell				Homo sapiens	H3K4me3-human	2020-02-21	ENCODE	Bill Noble, UW	b4059141c25d2ab73efa18aed49c3f52		https://www.encodeproject.org/files/ENCFF571SSB/@@download/ENCFF571SSB.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/09/eb4aa2ad-c5b9-4ab7-a877-76702bc14540/ENCFF571SSB.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/09/eb4aa2ad-c5b9-4ab7-a877-76702bc14540/ENCFF571SSB.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	621405160			
ENCFF071PWZ	bigWig	signal p-value	ChIP-seq	ENCSR729MWL	imputation	Avocado	current, ENCODE v5	UBERON:0001114	right lobe of liver	tissue				Homo sapiens	H3K9ac-human	2020-02-21	ENCODE	Bill Noble, UW	dbcc64d40eb503cacf64522ed081aacd		https://www.encodeproject.org/files/ENCFF071PWZ/@@download/ENCFF071PWZ.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/12/751d1e8f-78d2-4cb0-ac54-7b8a1f1c71f2/ENCFF071PWZ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/12/751d1e8f-78d2-4cb0-ac54-7b8a1f1c71f2/ENCFF071PWZ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	621995951			
ENCFF239RBA	bigWig	signal p-value	ChIP-seq	ENCSR510FJU	imputation	Avocado	current, ENCODE v5	UBERON:0000088	trophoblast	tissue				Homo sapiens	H3K27ac-human	2020-02-21	ENCODE	Bill Noble, UW	fcf941a217682ccab28a8203438b8d68		https://www.encodeproject.org/files/ENCFF239RBA/@@download/ENCFF239RBA.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/11/2bc674a9-def5-470c-b8e5-5e4e37b012fd/ENCFF239RBA.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/11/2bc674a9-def5-470c-b8e5-5e4e37b012fd/ENCFF239RBA.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	642455850			
ENCFF228KEN	bigWig	signal p-value	ChIP-seq	ENCSR402UXA	imputation	Avocado	current, ENCODE v5	UBERON:0000088	trophoblast	tissue				Homo sapiens	H3K4me1-human	2020-02-21	ENCODE	Bill Noble, UW	c5bbd15252a6c3f202ed0e78e3074544		https://www.encodeproject.org/files/ENCFF228KEN/@@download/ENCFF228KEN.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/11/5006105f-f575-48be-a904-1373768cb82c/ENCFF228KEN.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/11/5006105f-f575-48be-a904-1373768cb82c/ENCFF228KEN.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	647473732			
ENCFF145KZQ	bigWig	signal p-value	ChIP-seq	ENCSR374COZ	imputation	Avocado	current, ENCODE v5	UBERON:0001894	diencephalon	tissue				Homo sapiens	H3K27ac-human	2020-02-21	ENCODE	Bill Noble, UW	f12278d443b880f7dbc4522120a49a21		https://www.encodeproject.org/files/ENCFF145KZQ/@@download/ENCFF145KZQ.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/10/1f2ba052-8e3a-4b09-a8d8-144b64a861cc/ENCFF145KZQ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/10/1f2ba052-8e3a-4b09-a8d8-144b64a861cc/ENCFF145KZQ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	629453676			
ENCFF796RJE	bigWig	signal p-value	ChIP-seq	ENCSR409WQR	imputation	Avocado	current, ENCODE v5	CL:0000221	ectodermal cell	in vitro differentiated cells				Homo sapiens	H3K27me3-human	2020-02-21	ENCODE	Bill Noble, UW	5a082b016c5960891f73148af64ecacd		https://www.encodeproject.org/files/ENCFF796RJE/@@download/ENCFF796RJE.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/11/6e6da526-06a8-406c-9c34-1dd28724a4f9/ENCFF796RJE.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/11/6e6da526-06a8-406c-9c34-1dd28724a4f9/ENCFF796RJE.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	622056085			
ENCFF299QZT	bigWig	signal p-value	ChIP-seq	ENCSR881JWK	imputation	Avocado	current, ENCODE v5	UBERON:0002113	kidney	tissue				Homo sapiens	H3K4me3-human	2020-02-21	ENCODE	Bill Noble, UW	7c7e8c33cd0a5156c154e25cab01c118		https://www.encodeproject.org/files/ENCFF299QZT/@@download/ENCFF299QZT.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/11/c238cdb1-d21b-4565-8182-d1653772f4f0/ENCFF299QZT.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/11/c238cdb1-d21b-4565-8182-d1653772f4f0/ENCFF299QZT.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	621350524			
ENCFF756PZG	bigWig	signal p-value	ChIP-seq	ENCSR189TZV	imputation	Avocado	current, ENCODE v5	CL:0000746	cardiac muscle cell	primary cell				Homo sapiens	H3K4me1-human	2020-02-21	ENCODE	Bill Noble, UW	d13e83c0102a239d28d81f5e4b9889c2		https://www.encodeproject.org/files/ENCFF756PZG/@@download/ENCFF756PZG.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/28/8f11a4b9-f317-4c0b-b215-200bc1d8009e/ENCFF756PZG.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/28/8f11a4b9-f317-4c0b-b215-200bc1d8009e/ENCFF756PZG.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	645590629			
ENCFF790LXL	bigWig	signal p-value	ChIP-seq	ENCSR927BDU	imputation	Avocado	current, ENCODE v5	UBERON:0002113	kidney	tissue				Homo sapiens	H3K9ac-human	2020-02-21	ENCODE	Bill Noble, UW	c501e5b9941f4340fd5eec8df965a326		https://www.encodeproject.org/files/ENCFF790LXL/@@download/ENCFF790LXL.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/10/70a9e5ae-450a-478a-9886-7b06a4745132/ENCFF790LXL.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/10/70a9e5ae-450a-478a-9886-7b06a4745132/ENCFF790LXL.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	632585991			
ENCFF363HHH	bigWig	signal p-value	ChIP-seq	ENCSR935CRJ	imputation	Avocado	current, ENCODE v5	UBERON:0002108	small intestine	tissue				Homo sapiens	H3K4me3-human	2020-02-21	ENCODE	Bill Noble, UW	d0f306149995397515909f92114b025f		https://www.encodeproject.org/files/ENCFF363HHH/@@download/ENCFF363HHH.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/11/ad7ecfda-c792-45ab-94e0-cdfab193adf3/ENCFF363HHH.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/11/ad7ecfda-c792-45ab-94e0-cdfab193adf3/ENCFF363HHH.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	620109753			
ENCFF013PKQ	bigWig	signal p-value	ChIP-seq	ENCSR290YVK	imputation	Avocado	current, ENCODE v5	CL:0002324	myoepithelial cell of mammary gland	primary cell				Homo sapiens	H3K4me3-human	2020-02-21	ENCODE	Bill Noble, UW	d7fe3490ab6a65741238ddb54998113f		https://www.encodeproject.org/files/ENCFF013PKQ/@@download/ENCFF013PKQ.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/10/b55335a8-81f4-4e79-8daa-459a7be13aab/ENCFF013PKQ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/10/b55335a8-81f4-4e79-8daa-459a7be13aab/ENCFF013PKQ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	608257741			
ENCFF592RFT	bigWig	signal p-value	ChIP-seq	ENCSR608GYU	imputation	Avocado	current, ENCODE v5	EFO:0002791	HeLa-S3	cell line				Homo sapiens	H3K4me1-human	2020-02-21	ENCODE	Bill Noble, UW	3992907e4be645717315b3dae03b8a9d		https://www.encodeproject.org/files/ENCFF592RFT/@@download/ENCFF592RFT.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/09/d5633e93-f56f-49aa-ad10-04130ad9bbdd/ENCFF592RFT.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/09/d5633e93-f56f-49aa-ad10-04130ad9bbdd/ENCFF592RFT.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	647214286			
ENCFF845LQV	bigWig	signal p-value	ChIP-seq	ENCSR171WSU	imputation	Avocado	current, ENCODE v5	CL:2000001	peripheral blood mononuclear cell	primary cell				Homo sapiens	H3K36me3-human	2020-02-21	ENCODE	Bill Noble, UW	ef8a778c4d1f2a27960d8eb6ad5d664e		https://www.encodeproject.org/files/ENCFF845LQV/@@download/ENCFF845LQV.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/08/d7b7971c-7962-45e6-87a9-42b50b66cd7d/ENCFF845LQV.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/08/d7b7971c-7962-45e6-87a9-42b50b66cd7d/ENCFF845LQV.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	615573666			
ENCFF690KTK	bigWig	signal p-value	ChIP-seq	ENCSR598GBZ	imputation	Avocado	current, ENCODE v5	UBERON:0014455	subcutaneous abdominal adipose tissue	tissue				Homo sapiens	H3K36me3-human	2020-02-21	ENCODE	Bill Noble, UW	6c4277034101f52f1c9abd9ac66dfa56		https://www.encodeproject.org/files/ENCFF690KTK/@@download/ENCFF690KTK.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/11/21293098-b211-4781-a5a7-11c48a1b5c03/ENCFF690KTK.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/11/21293098-b211-4781-a5a7-11c48a1b5c03/ENCFF690KTK.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	633342713			
ENCFF602PZD	bigWig	signal p-value	ChIP-seq	ENCSR874PDN	imputation	Avocado	current, ENCODE v5	EFO:0002103	A375	cell line				Homo sapiens	H3K27me3-human	2020-02-21	ENCODE	Bill Noble, UW	71ca73a77ea1d189e3608debcddfe912		https://www.encodeproject.org/files/ENCFF602PZD/@@download/ENCFF602PZD.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/10/54880059-6bb5-448f-8ee1-4170b6c69974/ENCFF602PZD.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/10/54880059-6bb5-448f-8ee1-4170b6c69974/ENCFF602PZD.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	641342402			
ENCFF535ANR	bigWig	signal p-value	ChIP-seq	ENCSR368KWE	imputation	Avocado	current, ENCODE v5	UBERON:0000473	testis	tissue				Homo sapiens	H3K9ac-human	2020-02-21	ENCODE	Bill Noble, UW	9ead419bbe6d2c899ca32fb3a356dde7		https://www.encodeproject.org/files/ENCFF535ANR/@@download/ENCFF535ANR.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/02/04/ec490475-cfa6-440c-88e5-61630b4c6bcf/ENCFF535ANR.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/02/04/ec490475-cfa6-440c-88e5-61630b4c6bcf/ENCFF535ANR.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	615028267			
ENCFF639SLD	bigWig	signal p-value	ChIP-seq	ENCSR259IAY	imputation	Avocado	current, ENCODE v5	CL:1000458	melanocyte of skin	primary cell				Homo sapiens	H3K27ac-human	2020-02-21	ENCODE	Bill Noble, UW	460e07e991ead656084d4f562ffd924b		https://www.encodeproject.org/files/ENCFF639SLD/@@download/ENCFF639SLD.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/09/2ca64fc4-a432-464e-ae7d-741f0f6401c5/ENCFF639SLD.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/09/2ca64fc4-a432-464e-ae7d-741f0f6401c5/ENCFF639SLD.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	649874842			
ENCFF013HAG	bigWig	signal p-value	ChIP-seq	ENCSR776YMW	imputation	Avocado	current, ENCODE v5	NTR:0000856	mesendoderm	in vitro differentiated cells				Homo sapiens	H3K27ac-human	2020-02-21	ENCODE	Bill Noble, UW	73a84583013555394dad40f17a6c13ab		https://www.encodeproject.org/files/ENCFF013HAG/@@download/ENCFF013HAG.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/11/f2bd9d68-208e-4d60-8366-464c775b703d/ENCFF013HAG.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/11/f2bd9d68-208e-4d60-8366-464c775b703d/ENCFF013HAG.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	638692771			
ENCFF747HNL	bigWig	signal p-value	ChIP-seq	ENCSR630RFU	imputation	Avocado	current, ENCODE v5	UBERON:0010414	omental fat pad	tissue				Homo sapiens	H3K36me3-human	2020-02-21	ENCODE	Bill Noble, UW	89397a26971f3e3839acf4da886ae906		https://www.encodeproject.org/files/ENCFF747HNL/@@download/ENCFF747HNL.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/27/0d6ea690-65da-4286-8703-21077f3ae343/ENCFF747HNL.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/27/0d6ea690-65da-4286-8703-21077f3ae343/ENCFF747HNL.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	622661019			
ENCFF370MYH	bigWig	signal p-value	ChIP-seq	ENCSR805VRM	imputation	Avocado	current, ENCODE v5	UBERON:0008450	psoas muscle	tissue				Homo sapiens	H3K4me1-human	2020-02-21	ENCODE	Bill Noble, UW	58c6c1b5ba12b19efc983e90136ad5b8		https://www.encodeproject.org/files/ENCFF370MYH/@@download/ENCFF370MYH.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/10/528e05c1-2cbe-426f-a32f-cd38fac4bef9/ENCFF370MYH.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/10/528e05c1-2cbe-426f-a32f-cd38fac4bef9/ENCFF370MYH.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	617029947			
ENCFF487OWK	bigWig	signal p-value	ChIP-seq	ENCSR954YUK	imputation	Avocado	current, ENCODE v5	UBERON:0001159	sigmoid colon	tissue				Homo sapiens	H3K9me3-human	2020-02-21	ENCODE	Bill Noble, UW	bd2162b59936143ff9a6f2f10d1a5a55		https://www.encodeproject.org/files/ENCFF487OWK/@@download/ENCFF487OWK.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/28/2a0f19f2-13f8-484f-8137-039f8ccd70ff/ENCFF487OWK.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/28/2a0f19f2-13f8-484f-8137-039f8ccd70ff/ENCFF487OWK.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	637259146			
ENCFF208YXC	bigWig	signal p-value	ChIP-seq	ENCSR876EGL	imputation	Avocado	current, ENCODE v5	CL:0000899	T-helper 17 cell	primary cell				Homo sapiens	H3K36me3-human	2020-02-21	ENCODE	Bill Noble, UW	894dc47522765a20cf32f45706a95fee		https://www.encodeproject.org/files/ENCFF208YXC/@@download/ENCFF208YXC.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/11/ba18f8d5-03e3-4198-a79e-00ee41aa5a45/ENCFF208YXC.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/11/ba18f8d5-03e3-4198-a79e-00ee41aa5a45/ENCFF208YXC.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	636565157			
ENCFF223GEP	bigWig	signal p-value	ChIP-seq	ENCSR824ZEJ	imputation	Avocado	current, ENCODE v5	EFO:0007083	HUES48	cell line				Homo sapiens	H3K27ac-human	2020-02-21	ENCODE	Bill Noble, UW	fb65c710472490986584e45e5e32d3fd		https://www.encodeproject.org/files/ENCFF223GEP/@@download/ENCFF223GEP.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/02/04/fae0d0ef-79e1-485e-bb08-70aee468e308/ENCFF223GEP.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/02/04/fae0d0ef-79e1-485e-bb08-70aee468e308/ENCFF223GEP.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	623206626			
ENCFF425LRN	bigWig	signal p-value	ChIP-seq	ENCSR488MXE	imputation	Avocado	current, ENCODE v5	EFO:0007096	iPS DF 19.11	cell line				Homo sapiens	H3K4me3-human	2020-02-21	ENCODE	Bill Noble, UW	18ebd99acb601b0544ce3028d7af2344		https://www.encodeproject.org/files/ENCFF425LRN/@@download/ENCFF425LRN.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/11/52b0ad18-2dda-4371-951c-b8e2be9e12a6/ENCFF425LRN.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/11/52b0ad18-2dda-4371-951c-b8e2be9e12a6/ENCFF425LRN.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	632159414			
ENCFF084FGL	bigWig	signal p-value	ChIP-seq	ENCSR447AGR	imputation	Avocado	current, ENCODE v5	UBERON:0002048	lung	tissue				Homo sapiens	H3K27ac-human	2020-02-21	ENCODE	Bill Noble, UW	7315ab8c0a1c9a2e3804523c1f124c4c		https://www.encodeproject.org/files/ENCFF084FGL/@@download/ENCFF084FGL.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/27/9f7277a4-abbc-4f87-a108-f72815350d18/ENCFF084FGL.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/27/9f7277a4-abbc-4f87-a108-f72815350d18/ENCFF084FGL.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	617482285			
ENCFF451EZS	bigWig	signal p-value	ChIP-seq	ENCSR386GHP	imputation	Avocado	current, ENCODE v5	CL:0000062	osteoblast	primary cell				Homo sapiens	H3K4me3-human	2020-02-21	ENCODE	Bill Noble, UW	cde0a5d1f6a6294d0cf80093c3cc2575		https://www.encodeproject.org/files/ENCFF451EZS/@@download/ENCFF451EZS.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/11/aa4a770b-10a7-4603-a89e-42231ac18221/ENCFF451EZS.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/11/aa4a770b-10a7-4603-a89e-42231ac18221/ENCFF451EZS.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	637178641			
